,AttackID,ThreatID,Interaction,Category,Description,Title,RepeatedElseWhere,RepeatedInCategory,Effect,IFlag,Source,SourceType,Destination,DestinationType
81,82,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Resource consumption,2,RemoteController,GE.P,FleetController,GE.P
82,83,793,recReturnControllRcFc(),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,1,RemoteController,GE.P,FleetController,GE.P
83,84,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Crashes,2,RemoteController,GE.P,FleetController,GE.P
84,85,548,recCommandRcHx(command; userId),Elevation Of Privilege,HX01 may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,RemoteController,GE.P,HX01,GE.P
85,86,660,recCommandDoneHxFc(),Elevation Of Privilege,FleetController may be able to impersonate the context of HX01 in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,HX01,GE.P,FleetController,GE.P
86,87,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Prevent access to data store,2,RemoteController,GE.P,FleetController,GE.P
87,88,767,senCommandFcHx(),Tampering,Data flowing across senCommandFcHx() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Interrupt data flowing,2,RemoteController,GE.P,FleetController,GE.P
88,89,792,recReturnControllRcFc(),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,RemoteController,GE.P,FleetController,GE.P
89,90,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Resource consumption,1,HX01,GE.P,RemoteController,GE.P
90,91,791,recReturnControllRcFc(),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recReturnControllRcFc() Is Potentially Interrupted,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
91,92,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Crashes,1,HX01,GE.P,RemoteController,GE.P
92,93,790,recReturnControllRcFc(),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
93,94,789,recReturnControllRcFc(),Information Disclosure,"Data flowing across recReturnControllRcFc() may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,RemoteController,GE.P,FleetController,GE.P
94,95,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Prevent access to data store,1,HX01,GE.P,RemoteController,GE.P
95,96,788,recReturnControllRcFc(),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,1,RemoteController,GE.P,FleetController,GE.P
96,97,797,recCommandDoneHxRc(),Tampering,Data flowing across recCommandDoneHxRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Interrupt data flowing,1,HX01,GE.P,RemoteController,GE.P
97,98,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Resource consumption,1,RemoteController,GE.P,FleetController,GE.P
98,99,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,1,RemoteController,GE.P,FleetController,GE.P
99,100,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,1,RemoteController,GE.P,FleetController,GE.P
100,101,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
101,102,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
102,103,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Prevent access to data store,1,RemoteController,GE.P,FleetController,GE.P
103,104,787,recReturnControllRcFc(),Tampering,Data flowing across recReturnControllRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
104,105,655,recCommandDoneHxRc(),Elevation Of Privilege,RemoteController may be able to impersonate the context of HX01 in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,HX01,GE.P,RemoteController,GE.P
105,106,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Resource consumption,1,RemoteController,GE.P,HX01,GE.P
106,107,786,recReturnControllRcFc(),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,1,RemoteController,GE.P,FleetController,GE.P
107,108,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Crashes,1,RemoteController,GE.P,HX01,GE.P
108,109,785,recReturnControllRcFc(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1,RemoteController,GE.P,FleetController,GE.P
109,110,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Prevent access to data store,1,RemoteController,GE.P,HX01,GE.P
110,111,784,recCommandRcHx(command; userId),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,RemoteController,GE.P,HX01,GE.P
111,112,783,recCommandRcHx(command; userId),Elevation Of Privilege,An attacker may pass data into HX01 in order to change the flow of program execution within HX01 to the attacker's choosing.,Elevation by Changing the Execution Flow in HX01,False,False,change the flow of program execution,1,RemoteController,GE.P,HX01,GE.P
112,113,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Interrupt data flowing,1,RemoteController,GE.P,HX01,GE.P
113,114,782,recCommandRcHx(command; userId),Elevation Of Privilege,RemoteController may be able to remotely execute code for HX01.,HX01 May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,RemoteController,GE.P,HX01,GE.P
114,115,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Resource consumption,1,FleetController,GE.P,SiteServer,GE.P
115,116,781,recCommandRcHx(command; userId),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,"Data Flow recCommandRcHx(command, userId) Is Potentially Interrupted",False,False,Interrupt data flowing,1,RemoteController,GE.P,HX01,GE.P
116,117,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Crashes,1,FleetController,GE.P,SiteServer,GE.P
117,118,780,recCommandRcHx(command; userId),Denial Of Service,"HX01 crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for HX01,False,False,Crashes,1,RemoteController,GE.P,HX01,GE.P
118,119,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Prevent access to data store,1,FleetController,GE.P,SiteServer,GE.P
119,120,779,recCommandRcHx(command; userId),Information Disclosure,"Data flowing across recCommandRcHx(command, userId) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,RemoteController,GE.P,HX01,GE.P
120,121,513,recCurentStatusFcSs(status),Tampering,Data flowing across recCurentStatusFcSs(status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Interrupt data flowing,1,FleetController,GE.P,SiteServer,GE.P
121,122,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Resource consumption,1,FleetController,GE.P,RemoteController,GE.P
122,123,778,recCommandRcHx(command; userId),Repudiation,"HX01 claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by HX01,False,False,Data Repudiation,1,RemoteController,GE.P,HX01,GE.P
123,124,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Denial Of Service,False,1,RemoteController,GE.P,HX01,GE.P
124,125,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Crashes,1,FleetController,GE.P,RemoteController,GE.P
125,126,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Prevent access to data store,1,FleetController,GE.P,RemoteController,GE.P
126,127,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Elevation Of Privilege,False,1,RemoteController,GE.P,HX01,GE.P
127,128,777,recCommandRcHx(command; userId),Tampering,"Data flowing across recCommandRcHx(command, userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,True,Information Disclosure,False,1,RemoteController,GE.P,HX01,GE.P
128,129,609,recKeepControllFcRc(),Tampering,Data flowing across recKeepControllFcRc() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Interrupt data flowing,1,FleetController,GE.P,RemoteController,GE.P
129,130,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Resource consumption,1,RemoteController,GE.P,HX01,GE.P
130,131,776,recCommandRcHx(command; userId),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,True,Information Disclosure,False,1,RemoteController,GE.P,HX01,GE.P
131,132,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Crashes,1,RemoteController,GE.P,HX01,GE.P
132,133,775,recCommandRcHx(command; userId),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to HX01. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1,RemoteController,GE.P,HX01,GE.P
133,134,644,recReturnControllRcFc(),Elevation Of Privilege,FleetController may be able to impersonate the context of RemoteController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,RemoteController,GE.P,FleetController,GE.P
134,135,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Prevent access to data store,1,RemoteController,GE.P,HX01,GE.P
135,136,616,recKeepControllFcRc(),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1,FleetController,GE.P,RemoteController,GE.P
136,137,757,recCurentStatusRcHx(status),Tampering,Data flowing across recCurentStatusRcHx(status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Interrupt data flowing,1,RemoteController,GE.P,HX01,GE.P
137,138,615,recKeepControllFcRc(),Elevation Of Privilege,An attacker may pass data into RemoteController in order to change the flow of program execution within RemoteController to the attacker's choosing.,Elevation by Changing the Execution Flow in RemoteController,False,False,change the flow of program execution,1,FleetController,GE.P,RemoteController,GE.P
138,139,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Resource consumption,1,RemoteController,GE.P,FleetController,GE.P
139,140,614,recKeepControllFcRc(),Elevation Of Privilege,FleetController may be able to remotely execute code for RemoteController.,RemoteController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,FleetController,GE.P,RemoteController,GE.P
140,141,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
141,142,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Prevent access to data store,1,RemoteController,GE.P,FleetController,GE.P
142,143,511,recCurentStatusFcSs(status),Spoofing,FleetController may be spoofed by an attacker and this may lead to unauthorized access to SiteServer. Consider using a standard authentication mechanism to identify the source process.,Spoofing the FleetController Process,False,False,unauthorized access,1,FleetController,GE.P,SiteServer,GE.P
143,144,747,recTakeControlReqRcFc(),Tampering,Data flowing across recTakeControlReqRcFc() may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
144,145,519,recCurentStatusFcSs(status),Elevation Of Privilege,FleetController may be able to remotely execute code for SiteServer.,SiteServer May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1,FleetController,GE.P,SiteServer,GE.P
145,146,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Resource consumption,1,RemoteController,GE.P,FleetController,GE.P
146,147,518,recCurentStatusFcSs(status),Elevation Of Privilege,SiteServer may be able to impersonate the context of FleetController in order to gain additional privilege.,Elevation Using Impersonation,False,False,impersonate,1,FleetController,GE.P,SiteServer,GE.P
147,148,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Crashes,1,RemoteController,GE.P,FleetController,GE.P
148,149,517,recCurentStatusFcSs(status),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow recCurentStatusFcSs(status) Is Potentially Interrupted,False,False,Interrupt data flowing,1,FleetController,GE.P,SiteServer,GE.P
149,150,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Prevent access to data store,1,RemoteController,GE.P,FleetController,GE.P
150,151,516,recCurentStatusFcSs(status),Denial Of Service,"SiteServer crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for SiteServer,False,False,Crashes,1,FleetController,GE.P,SiteServer,GE.P
151,152,737,recCurentStatusRcFc(status),Tampering,Data flowing across recCurentStatusRcFc(status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Interrupt data flowing,1,RemoteController,GE.P,FleetController,GE.P
152,153,515,recCurentStatusFcSs(status),Information Disclosure,"Data flowing across recCurentStatusFcSs(status) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1,FleetController,GE.P,SiteServer,GE.P
