,AttackID,ThreatID,Interaction,Category,Description,Title,RepeatedElseWhere,RepeatedInCategory,Effect,IFlag,Source,SourceType,Destination,DestinationType
82,83,364.0,CurentStatus(int status),Denial Of Service,"HX01 crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for HX01,False,False,Crashes,5.0,RemoteController,GE.P,HX01,GE.P
83,84,365.0,CurentStatus(int status),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow CurentStatus(int status) Is Potentially Interrupted,False,False,Interrupt data flowing,5.0,RemoteController,GE.P,HX01,GE.P
84,85,366.0,CurentStatus(int status),Elevation Of Privilege,RemoteController may be able to remotely execute code for HX01.,HX01 May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,5.0,RemoteController,GE.P,HX01,GE.P
85,86,367.0,CurentStatus(int status),Elevation Of Privilege,An attacker may pass data into HX01 in order to change the flow of program execution within HX01 to the attacker's choosing.,Elevation by Changing the Execution Flow in HX01,False,False,change the flow of program execution,5.0,RemoteController,GE.P,HX01,GE.P
86,87,368.0,CurentStatus(int status),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,5.0,RemoteController,GE.P,HX01,GE.P
87,88,369.0,CurentStatus(int status),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,5.0,RemoteController,GE.P,FleetController,GE.P
88,89,370.0,CurentStatus(int status),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,5.0,RemoteController,GE.P,FleetController,GE.P
89,90,371.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,5.0,RemoteController,GE.P,FleetController,GE.P
90,91,371.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,5.0,RemoteController,GE.P,FleetController,GE.P
91,92,371.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,5.0,RemoteController,GE.P,FleetController,GE.P
92,93,372.0,CurentStatus(int status),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,5.0,RemoteController,GE.P,FleetController,GE.P
93,94,373.0,CurentStatus(int status),Information Disclosure,"Data flowing across CurentStatus(int status) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,FleetController,GE.P
94,95,374.0,CurentStatus(int status),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,5.0,RemoteController,GE.P,FleetController,GE.P
95,96,375.0,CurentStatus(int status),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow CurentStatus(int status) Is Potentially Interrupted,False,False,Interrupt data flowing,5.0,RemoteController,GE.P,FleetController,GE.P
96,97,376.0,CurentStatus(int status),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,5.0,RemoteController,GE.P,FleetController,GE.P
97,98,377.0,CurentStatus(int status),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,5.0,RemoteController,GE.P,FleetController,GE.P
98,99,378.0,CurentStatus(int status),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,5.0,RemoteController,GE.P,FleetController,GE.P
99,100,379.0,TakeControlReq( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,1.0,RemoteController,GE.P,FleetController,GE.P
100,101,380.0,TakeControlReq( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,1.0,RemoteController,GE.P,FleetController,GE.P
101,102,381.0,TakeControlReq( ),Tampering,Data flowing across TakeControlReq( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,1.0,RemoteController,GE.P,FleetController,GE.P
102,103,381.0,TakeControlReq( ),Tampering,Data flowing across TakeControlReq( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,1.0,RemoteController,GE.P,FleetController,GE.P
103,104,381.0,TakeControlReq( ),Tampering,Data flowing across TakeControlReq( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,1.0,RemoteController,GE.P,FleetController,GE.P
104,105,382.0,TakeControlReq( ),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,1.0,RemoteController,GE.P,FleetController,GE.P
105,106,383.0,TakeControlReq( ),Information Disclosure,"Data flowing across TakeControlReq( ) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,1.0,RemoteController,GE.P,FleetController,GE.P
106,107,384.0,TakeControlReq( ),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,1.0,RemoteController,GE.P,FleetController,GE.P
107,108,385.0,TakeControlReq( ),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow TakeControlReq( ) Is Potentially Interrupted,False,False,Interrupt data flowing,1.0,RemoteController,GE.P,FleetController,GE.P
108,109,386.0,TakeControlReq( ),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,1.0,RemoteController,GE.P,FleetController,GE.P
109,110,387.0,TakeControlReq( ),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,1.0,RemoteController,GE.P,FleetController,GE.P
110,111,388.0,TakeControlReq( ),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,1.0,RemoteController,GE.P,FleetController,GE.P
111,112,389.0,ReturnControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to unauthorized access to FleetController. Consider using a standard authentication mechanism to identify the source process.,Spoofing the RemoteController Process,False,False,unauthorized access,2.0,RemoteController,GE.P,FleetController,GE.P
112,113,390.0,ReturnControll( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,True,Information Disclosure,False,2.0,RemoteController,GE.P,FleetController,GE.P
113,114,391.0,ReturnControll( ),Tampering,Data flowing across ReturnControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Denial Of Service,False,2.0,RemoteController,GE.P,FleetController,GE.P
114,115,391.0,ReturnControll( ),Tampering,Data flowing across ReturnControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Elevation Of Privilege,False,2.0,RemoteController,GE.P,FleetController,GE.P
115,116,391.0,ReturnControll( ),Tampering,Data flowing across ReturnControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,True,Information Disclosure,False,2.0,RemoteController,GE.P,FleetController,GE.P
116,117,392.0,ReturnControll( ),Repudiation,"FleetController claims that it did not receive data from a source outside the trust boundary. Consider using logging or auditing to record the source, time, and summary of the received data.",Potential Data Repudiation by FleetController,False,False,Data Repudiation,2.0,RemoteController,GE.P,FleetController,GE.P
117,118,393.0,ReturnControll( ),Information Disclosure,"Data flowing across ReturnControll( ) may be sniffed by an attacker. Depending on what type of data an attacker can read, it may be used to attack other parts of the system or simply be a disclosure of information leading to compliance violations. Consider encrypting the data flow.",Data Flow Sniffing,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,FleetController,GE.P
118,119,394.0,ReturnControll( ),Denial Of Service,"FleetController crashes, halts, stops or runs slowly; in all cases violating an availability metric.",Potential Process Crash or Stop for FleetController,False,False,Crashes,2.0,RemoteController,GE.P,FleetController,GE.P
119,120,395.0,ReturnControll( ),Denial Of Service,An external agent interrupts data flowing across a trust boundary in either direction.,Data Flow ReturnControll( ) Is Potentially Interrupted,False,False,Interrupt data flowing,2.0,RemoteController,GE.P,FleetController,GE.P
120,121,396.0,ReturnControll( ),Elevation Of Privilege,RemoteController may be able to remotely execute code for FleetController.,FleetController May be Subject to Elevation of Privilege Using Remote Code Execution,False,False,remotely execute code,2.0,RemoteController,GE.P,FleetController,GE.P
121,122,397.0,ReturnControll( ),Elevation Of Privilege,An attacker may pass data into FleetController in order to change the flow of program execution within FleetController to the attacker's choosing.,Elevation by Changing the Execution Flow in FleetController,False,False,change the flow of program execution,2.0,RemoteController,GE.P,FleetController,GE.P
122,123,398.0,ReturnControll( ),Elevation Of Privilege,"Cross-site request forgery (CSRF or XSRF) is a type of attack in which an attacker forces a user's browser to make a forged request to a vulnerable site by exploiting an existing trust relationship between the browser and the vulnerable web site.  In a simple scenario, a user is logged in to web site A using a cookie as a credential.  The other browses to web site B.  Web site B returns a page with a hidden form that posts to web site A.  Since the browser will carry the user's cookie to web site A, web site B now can take any action on web site A, for example, adding an admin to an account.  The attack can be used to exploit any requests that the browser automatically authenticates, e.g. by session cookie, integrated authentication, IP whitelisting. The attack can be carried out in many ways such as by luring the victim to a site under control of the attacker, getting the user to click a link in a phishing email, or hacking a reputable web site that the victim will visit. The issue can only be resolved on the server side by requiring that all authenticated state-changing requests include an additional piece of secret payload (canary or CSRF token) which is known only to the legitimate web site and the browser and which is protected in transit through SSL/TLS. See the Forgery Protection property on the flow stencil for a list of mitigations.",Cross Site Request Forgery,False,False,Cross-site request forgery,2.0,RemoteController,GE.P,FleetController,GE.P
1,2,310.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Information not intended for disclosure,5.0,FleetController,GE.P,SiteServer,GE.P
2,3,310.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against SiteServer or an elevation of privilege attack against SiteServer or an information disclosure by SiteServer. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for SiteServer,False,False,Data Flow Sniffing,5.0,FleetController,GE.P,SiteServer,GE.P
3,4,309.0,CurentStatus(int status),Spoofing,SiteServer may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the SiteServer Process,False,False,Information not intended for disclosure,5.0,FleetController,GE.P,SiteServer,GE.P
4,5,309.0,CurentStatus(int status),Spoofing,SiteServer may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the SiteServer Process,False,False,Data Flow Sniffing,5.0,FleetController,GE.P,SiteServer,GE.P
5,6,320.0,KeepControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Information not intended for disclosure,1.0,FleetController,GE.P,RemoteController,GE.P
6,7,320.0,KeepControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
7,8,321.0,KeepControll( ),Tampering,Data flowing across KeepControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Information not intended for disclosure,1.0,FleetController,GE.P,RemoteController,GE.P
8,9,321.0,KeepControll( ),Tampering,Data flowing across KeepControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
9,10,330.0,GrantControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Information not intended for disclosure,1.0,FleetController,GE.P,RemoteController,GE.P
10,11,330.0,GrantControll( ),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by FleetController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
11,12,331.0,GrantControll( ),Tampering,Data flowing across GrantControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Information not intended for disclosure,1.0,FleetController,GE.P,RemoteController,GE.P
12,13,331.0,GrantControll( ),Tampering,Data flowing across GrantControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Data Flow Sniffing,1.0,FleetController,GE.P,RemoteController,GE.P
13,14,340.0,Command(int command ;int userId),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,False,False,Information not intended for disclosure,2.0,RemoteController,GE.P,HX01,GE.P
14,15,340.0,Command(int command ;int userId),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,HX01,GE.P
15,16,341.0,Command(int command ;int userId),Tampering,"Data flowing across Command(int command ,int userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Information not intended for disclosure,2.0,RemoteController,GE.P,HX01,GE.P
16,17,341.0,Command(int command ;int userId),Tampering,"Data flowing across Command(int command ,int userId) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.",Potential Lack of Input Validation for HX01,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,HX01,GE.P
17,18,350.0,CommandDone(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by HX01. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Information not intended for disclosure,1.0,HX01,GE.P,RemoteController,GE.P
18,19,350.0,CommandDone(),Spoofing,RemoteController may be spoofed by an attacker and this may lead to information disclosure by HX01. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the RemoteController Process,False,False,Data Flow Sniffing,1.0,HX01,GE.P,RemoteController,GE.P
19,20,351.0,CommandDone(),Tampering,Data flowing across CommandDone() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Information not intended for disclosure,1.0,HX01,GE.P,RemoteController,GE.P
20,21,351.0,CommandDone(),Tampering,Data flowing across CommandDone() may be tampered with by an attacker. This may lead to a denial of service attack against RemoteController or an elevation of privilege attack against RemoteController or an information disclosure by RemoteController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for RemoteController,False,False,Data Flow Sniffing,1.0,HX01,GE.P,RemoteController,GE.P
21,22,360.0,CurentStatus(int status),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,False,False,Information not intended for disclosure,5.0,RemoteController,GE.P,HX01,GE.P
22,23,360.0,CurentStatus(int status),Spoofing,HX01 may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the HX01 Process,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,HX01,GE.P
23,24,361.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Information not intended for disclosure,5.0,RemoteController,GE.P,HX01,GE.P
24,25,361.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against HX01 or an elevation of privilege attack against HX01 or an information disclosure by HX01. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for HX01,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,HX01,GE.P
25,26,370.0,CurentStatus(int status),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Information not intended for disclosure,5.0,RemoteController,GE.P,FleetController,GE.P
26,27,370.0,CurentStatus(int status),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,FleetController,GE.P
27,28,371.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Information not intended for disclosure,5.0,RemoteController,GE.P,FleetController,GE.P
28,29,371.0,CurentStatus(int status),Tampering,Data flowing across CurentStatus(int status) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Data Flow Sniffing,5.0,RemoteController,GE.P,FleetController,GE.P
29,30,380.0,TakeControlReq( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Information not intended for disclosure,1.0,RemoteController,GE.P,FleetController,GE.P
30,31,380.0,TakeControlReq( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Data Flow Sniffing,1.0,RemoteController,GE.P,FleetController,GE.P
31,32,381.0,TakeControlReq( ),Tampering,Data flowing across TakeControlReq( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Information not intended for disclosure,1.0,RemoteController,GE.P,FleetController,GE.P
32,33,381.0,TakeControlReq( ),Tampering,Data flowing across TakeControlReq( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Data Flow Sniffing,1.0,RemoteController,GE.P,FleetController,GE.P
33,34,390.0,ReturnControll( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Information not intended for disclosure,2.0,RemoteController,GE.P,FleetController,GE.P
34,35,390.0,ReturnControll( ),Spoofing,FleetController may be spoofed by an attacker and this may lead to information disclosure by RemoteController. Consider using a standard authentication mechanism to identify the destination process.,Spoofing the FleetController Process,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,FleetController,GE.P
35,36,391.0,ReturnControll( ),Tampering,Data flowing across ReturnControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Information not intended for disclosure,2.0,RemoteController,GE.P,FleetController,GE.P
36,37,391.0,ReturnControll( ),Tampering,Data flowing across ReturnControll( ) may be tampered with by an attacker. This may lead to a denial of service attack against FleetController or an elevation of privilege attack against FleetController or an information disclosure by FleetController. Failure to verify that input is as expected is a root cause of a very large number of exploitable issues. Consider all paths and the way they handle data. Verify that all input is verified for correctness using an approved list input validation approach.,Potential Lack of Input Validation for FleetController,False,False,Data Flow Sniffing,2.0,RemoteController,GE.P,FleetController,GE.P
